,smiles_parent,nr-ar,nr-ar-lbd,nr-ahr,nr-aromatase,nr-er,nr-er-lbd,nr-ppar-gamma,sr-are,sr-atad5,sr-hse,sr-mmp,sr-p53
3146,CCOC(=O)c1cnc2cc(OCC(C)C)c(OCC(C)C)cc2c1O,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
3147,CCOC(=O)c1cncn1C(C)c1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
3148,CCOC(=O)c1nc(C(Cl)(Cl)Cl)n(-c2ccc(Cl)cc2Cl)n1,0.0,,0.0,,,0.0,,,0.0,,,1.0
3149,CCOC(=O)c1ncn2c1CN(C)C(=O)c1c(I)cccc1-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
3150,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3151,CCOC(=O)c1ncn2c1[C@@H]1CCCN1C(=O)c1cc(OC)ccc1-2,0,0,0,0,0,0,0,0,0,0,0,0
3152,CCOC(=O)n1ccn(C)c1=S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3153,CCOC(=S)S,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,0.0,0.0
3154,CCOC(=S)SSC(=S)OCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3155,CCOC(C(=O)OCCN(C)C)(c1ccccc1)c1ccccc1,,,,,,,,0.0,,0.0,,
3156,CCOC(C)(C)C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0
3157,CCOC(C)=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
3158,CCOC(C)OCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3159,CCOC(CN1CCN(CC(C)C(=O)c2ccccc2)CC1)c1ccccc1,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3160,CCOC(N)=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3161,CCOC(OCC)OCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3162,CCOC1Oc2ccc(OS(C)(=O)=O)cc2C1(C)C,0.0,0.0,,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0
3163,CCOCC(=O)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3164,CCOCC(C)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
3165,CCOCC(O)COc1ccc(NC(=O)CC[S+](C)C)cc1,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
3166,CCOCCC(=O)OCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3167,CCOCCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3168,CCOCCOC(=O)C=Cc1ccc(OC)cc1,,,,,,,,,,0.0,,
3169,CCOCCOC(C)=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3170,CCOCCOCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3171,CCOCCOCCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3172,CCOCCOCCOC(C)=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3173,CCOCCOCCOCC,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
3174,CCOCCOCCOCCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3175,CCOCCn1c(C2CCN(CCc3ccc(C(C)(C)C(=O)O)cc3)CC2)nc2ccccc21,,,,,,,,0.0,,0.0,,
3176,CCOCCn1c(N2CCCN(C)CC2)nc2ccccc21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3177,CCOCN(C(=O)CCl)c1c(C)cccc1CC,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0,,,0.0
3178,CCOCn1c(-c2ccc(Cl)cc2)c(C#N)c(Br)c1C(F)(F)F,0.0,,0.0,,,,,,0.0,1.0,1.0,1.0
3179,CCOP(=O)(CC)OCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
3180,CCOP(=O)(CC)Oc1ccc([N+](=O)[O-])cc1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,
3181,CCOP(=O)(Cl)Cl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3182,CCOP(=O)(N=C1SCCS1)OCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3183,CCOP(=O)(NC(C)C)Oc1ccc(SC)c(C)c1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
3184,CCOP(=O)(O)C(N)=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0
3185,CCOP(=O)(OCC)OC(=CCl)c1ccc(Cl)cc1Cl,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0
3186,CCOP(=O)(OCC)OCC,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3187,CCOP(=O)(OCC)OP(=O)(OCC)OCC,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0
3188,CCOP(=O)(OCC)Oc1cc(C)nc(C(C)C)n1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
3189,CCOP(=O)(OCC)Oc1ccc([N+](=O)[O-])cc1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
3190,CCOP(=O)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,0.0,0.0,,1.0,,1.0,,,0.0,,1.0,
3191,CCOP(=O)(OCC)SCCSCC,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3192,CCOP(=O)(SC(C)CC)N1CCSC1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3193,CCOP(=O)(Sc1ccccc1)Sc1ccccc1,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,,0.0
3194,CCOP(=S)(CC)Sc1ccccc1,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3195,CCOP(=S)(Cl)OCC,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0
3196,CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0
3197,CCOP(=S)(OCC)O/N=C(\C#N)c1ccccc1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
3198,CCOP(=S)(OCC)OC(Cl)C(Cl)(Cl)Cl,0.0,0.0,0.0,1.0,,0.0,0.0,,0.0,0.0,1.0,
3199,CCOP(=S)(OCC)OP(=S)(OCC)OCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
3200,CCOP(=S)(OCC)Oc1cc(-c2ccccc2)on1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
3201,CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3202,CCOP(=S)(OCC)Oc1cc(C)nc(N(CC)CC)n1,0.0,0.0,1.0,,,0.0,0.0,,0.0,0.0,,0.0
3203,CCOP(=S)(OCC)Oc1cc(Cl)c(Br)cc1Cl,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
3204,CCOP(=S)(OCC)Oc1ccc(Cl)cc1Cl,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
3205,CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
3206,CCOP(=S)(OCC)Oc1ccc([S+](C)[O-])cc1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3207,CCOP(=S)(OCC)Oc1ccc2c(C)c(Cl)c(=O)oc2c1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3208,CCOP(=S)(OCC)Oc1cnc2ccccc2n1,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
3209,CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3210,CCOP(=S)(OCC)Oc1nc(Cl)n(C(C)C)n1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3211,CCOP(=S)(OCC)Oc1ncn(-c2ccccc2)n1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
3212,CCOP(=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,
3213,CCOP(=S)(OCC)SCCSCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3214,CCOP(=S)(OCC)SCCl,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3215,CCOP(=S)(OCC)SCSC(C)(C)C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
3216,CCOP(=S)(OCC)SCSCC,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3217,CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
3218,CCOP(=S)(OCC)SCSc1cc(Cl)ccc1Cl,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3219,CCOP(=S)(OCC)SCSc1ccc(Cl)cc1,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0
3220,CCOP(=S)(OCC)SCn1c(=O)oc2cc(Cl)ccc21,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,,0.0
3221,CCOP(=S)(OCC)SCn1nnc2ccccc2c1=O,0.0,0.0,,,,,0.0,1.0,0.0,0.0,,0.0
3222,CCOP(=S)(Oc1ccc([N+](=O)[O-])cc1)c1ccccc1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
3223,CCOP(=S)(Oc1cnc(C(C)(C)C)nc1)OC(C)C,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3224,CCOP(=S)(S)OCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3225,CCOP(O)OCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3226,CCOP(OCC)OCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3227,CCOS(=O)(=O)OCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3228,CCOS(C)(=O)=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3229,CCO[C@@H]1O[C@H]([C@@H](COCc2ccccc2)OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1O,,,,,,,,,,0.0,,
3230,CCO[C@H](Cc1ccc(OCCc2ccc(OS(C)(=O)=O)cc2)cc1)C(=O)O,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0
3231,CCO[C@H]1O[C@@H]2OC3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@]42OO3,,,,,,,,0.0,,0.0,,
3232,CCO[Si](C)(CCCOCC1CO1)OCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3233,CCO[Si](C)(OCC)OCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3234,CCO[Si](CC(C)C)(OCC)OCC,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0
3235,CCO[Si](CC)(OCC)OCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
3236,CCO[Si](CCC#N)(OCC)OCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3237,CCO[Si](CCC1CCC2OC2C1)(OCC)OCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3238,CCO[Si](CCCCl)(OCC)OCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3239,CCO[Si](CCCN)(OCC)OCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3240,CCO[Si](CCCNC(N)=O)(OCC)OCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3241,CCO[Si](CCCS)(OCC)OCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3242,CCO[Si](CCCSSSSCCC[Si](OCC)(OCC)OCC)(OCC)OCC,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0
3243,CCO[Si](OCC)(OCC)OCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
3244,CCO[Si](OCC)(OCC)c1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3245,CCOc1c(N2CCOCC2)cnn(C)c1=O,,,,,,,,0.0,,0.0,,
3246,CCOc1cc(-c2nccc3cc(OC)c(OC)cc23)cc(OCC)c1OCC,0.0,0.0,1.0,,,0.0,0.0,,,,0.0,0.0
3247,CCOc1cc(C(C)(C)C)ccc1C1COC(c2c(F)cccc2F)=N1,0.0,0.0,1.0,,,0.0,,1.0,0.0,,,0.0
3248,CCOc1cc(C=O)ccc1O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3249,CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,1.0,0.0,0.0,,0.0,0.0,,,0.0,,0.0,0.0
3250,CCOc1cc(N)c(Cl)cc1C(=O)NCC1CN(Cc2ccc(F)cc2)CCO1,0.0,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,,0.0
3251,CCOc1cc(NC(C)=O)ccc1C(=O)OC,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3252,CCOc1cc(OCC)c(C(=O)CCC(=O)O)cc1OCC,0.0,,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,0.0
3253,CCOc1cc(OCC)c(C(C)=O)cc1OCC,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0
3254,CCOc1cc(OP(=S)(OC)OC)nc(CC)n1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3255,CCOc1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,,0.0
3256,CCOc1cc([N+](=O)[O-])c(OCC)cc1N1CCOCC1,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
3257,CCOc1ccc(/N=C(\C)Nc2ccc(OCC)cc2)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
3258,CCOc1ccc(C(=O)OCCN(CC)CC)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
3259,CCOc1ccc(C(C)(C)COCc2cccc(Oc3ccccc3)c2)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
3260,CCOc1ccc(C[C@H]2NC(=O)CCSSC[C@@H](C(=O)N3CCC[C@H]3C(=O)N[C@@H](CCCN)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@@H](C)CC)NC2=O)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
3261,CCOc1ccc(Cc2nccc3cc(OCC)c(OCC)cc23)cc1OCC,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,,
3262,CCOc1ccc(N)c([N+](=O)[O-])c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3263,CCOc1ccc(N)cc1,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
3264,CCOc1ccc(N=Nc2ccc(C=Cc3ccc(N=Nc4ccc(OCC)cc4)cc3S(=O)(=O)O)c(S(=O)(=O)O)c2)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0
3265,CCOc1ccc(N=Nc2ccc(N)cc2N)cc1,1.0,0.0,1.0,,1.0,,0.0,,1.0,,1.0,0.0
3266,CCOc1ccc(NC(=O)CC(C)=O)cc1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3267,CCOc1ccc(NC(=O)CC(C)O)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3268,CCOc1ccc(NC(=O)OC(C)C)cc1OCC,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3269,CCOc1ccc(NC(=S)Nc2ccc(OCC)cc2)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0
3270,CCOc1ccc(NC(C)=O)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3271,CCOc1ccc(NC(C)=O)cc1N,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0,,,0.0
3272,CCOc1ccc(NC(N)=O)cc1,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3273,CCOc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3274,CCOc1ccc(O)cc1,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0
3275,CCOc1ccc(OCC)c(Cl)c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
3276,CCOc1ccc(S(=O)(=O)O)c2cccnc12,0.0,0.0,,0.0,1.0,1.0,0.0,,0.0,,0.0,0.0
3277,CCOc1ccc([N+](=O)[O-])cc1,0.0,0.0,0.0,,1.0,1.0,,,0.0,,1.0,
3278,CCOc1ccc2[nH]cc(C(=O)NCc3ccccc3)c(=O)c2n1,0.0,0.0,1.0,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3279,CCOc1ccc2c(c1)C(C)=CC(C)(C)N2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,0.0,,0.0,0.0
3280,CCOc1ccc2c(c1)C(C)CC(C)(C)N2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3281,CCOc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
3282,CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3283,CCOc1ccc2nc(N)sc2c1,0.0,0.0,1.0,,1.0,0.0,0.0,,1.0,0.0,,0.0
3284,CCOc1ccc2nc(S(N)(=O)=O)sc2c1,0.0,0.0,1.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3285,CCOc1ccc2nc3cc(N)ccc3c(N)c2c1,0.0,1.0,1.0,1.0,0.0,,,,0.0,1.0,1.0,1.0
3286,CCOc1cccc(-n2cc(C(=O)N3CCN(c4cc(C(=O)O)c5ccccc5c4)CC3)nc2-c2ccc(C)cc2)c1,0.0,0.0,0.0,0.0,0.0,,,1.0,,0.0,1.0,
3287,CCOc1cccc(N)c1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3288,CCOc1cccc([C@]2(N3CCN(c4ccccc4)CC3)CC[C@@H](C)CC2)c1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3289,CCOc1ccccc1C(N)=O,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
3290,CCOc1ccccc1N,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3291,CCOc1ccccc1O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3292,CCOc1ccccc1OCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3293,CCOc1ccccc1OCC1CNCCO1,,,,,,,,0.0,,0.0,,
3294,CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0
3295,CCOc1ccccc1O[C@H](c1ccccc1)[C@H]1CNCCO1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
3296,CCOc1nc(=O)c(F)c[nH]1,,,,,,,,0.0,,0.0,,
3297,CCOc1nc(C(Cl)(Cl)Cl)ns1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3298,CCOc1nc(F)cc2nc(S(=O)(=O)Nc3c(Cl)cccc3Cl)nn12,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3299,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,,,,,,,,0.0,,0.0,,
3300,CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,0.0,0.0,0.0,,,,,,0.0,,1.0,
3301,CCS(=O)(=O)C(C)(C)S(=O)(=O)CC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3302,CCS(=O)(=O)CCSP(=O)(OC)OC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3303,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3304,CCS(=O)(=O)Nc1cccc(C(=C2CCCCC2)c2cnc[nH]2)c1,0,,1,1,0,,0,1,0,,0,0
3305,CCS(=O)(=O)c1ccc(OC)c(C(=O)OC)c1,,,,,,,,0.0,,0.0,,
3306,CCSC(=O)Cl,,,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3307,CCSC(=O)N(CC(C)C)CC(C)C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3308,CCSC(=O)N(CC)C1CCCCC1,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3309,CCSC(=O)N(CC)CC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3310,CCSC(=O)N1CCCCCC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3311,CCSCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
3312,CCSCCCl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
3313,CCSCc1ccccc1OC(=O)NC,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
3314,CCSc1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0
3315,CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)CCc1ccc(C)c(O)c1C(=O)O)[C@H]1O[C@](CC)([C@H]2CC[C@](O)(CC)[C@H](C)O2)C[C@@H]1C,1.0,,0.0,,0.0,0.0,0.0,,,,1.0,1.0
3316,CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)[C@@H]1O[C@@H]([C@@H](CC)C(=O)O)CC[C@@H]1C)[C@H]1O[C@]2(C=C[C@@H](O)[C@]3(CC[C@@](C)([C@H]4CC[C@](O)(CC)[C@H](C)O4)O3)O2)[C@H](C)C[C@@H]1C,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,,,
3317,CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)[C@@H]1O[C@@H]([C@@H](CC)C(=O)O)[C@@H](C)C[C@@H]1C)[C@H]1O[C@]2(C=C[C@@H](O)[C@]3(CC[C@@](C)([C@H]4CC[C@](O)(CC)[C@H](C)O4)O3)O2)[C@H](C)C[C@@H]1C,0.0,,0.0,0.0,,0.0,,,0.0,,,1.0
3318,CC[C@@H](C)CCCCC(=O)N[C@@H](CCNCS(=O)(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CCNCS(=O)(=O)O)C(=O)N[C@H]1CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCNCS(=O)(=O)O)NC(=O)[C@H](CCNCS(=O)(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CCNCS(=O)(=O)O)NC1=O)[C@@H](C)O,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0
3319,CC[C@@H](C)CCCCC(=O)N[C@H](CCN)C(=O)N[C@@H](C(=O)N[C@H](CCN)C(=O)N[C@@H]1CCNC(=O)C([C@@H](C)O)NC(=O)[C@@H](CCN)NC(=O)[C@@H](CCN)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](CCN)NC1=O)[C@@H](C)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
3320,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
